"地方公共団体コード","ID","名称","地区名","緯度","経度","ゴミカレンダー区分","もえるゴミ","もえないゴミ","資源ごみ"
"234427","GS370","藤江46","藤江","34.940947","136.958765","藤江地区","○","",""
"234427","GS371","藤江47","藤江","34.941112","136.960611","藤江地区","○","○","○"
"234427","GS372","藤江48","藤江","34.9403","136.960173","藤江地区","○","",""
"234427","GS373","藤江49","藤江","34.9405","136.961482","藤江地区","○","○","○"
"234427","GS374","藤江50","藤江","34.940082","136.961768","藤江地区","○","",""
"234427","GS375","藤江51","藤江","34.941157","136.961761","藤江地区","○","",""
"234427","GS376","藤江52","藤江","34.940336","136.962351","藤江地区","○","○","○"
"234427","GS377","藤江53","藤江","34.940918","136.963178","藤江地区","○","○","○"
"234427","GS378","藤江54","藤江","34.942432","136.962988","藤江地区","○","",""
"234427","GS379","藤江55","藤江","34.942467","136.962276","藤江地区","○","",""
"234427","GS380","藤江57","藤江","34.943958","136.963645","藤江地区","○","",""
"234427","GS381","藤江58","藤江","34.947488","136.969355","藤江地区","○","",""
