0,0.363086
1,0.362603
2,0.362603
3,0.362603
4,0.363086
5,0.36357
6,0.362603
7,0.362603
8,0.36357
9,0.362603
10,0.363086
11,0.364053
12,0.36357
13,0.362603
14,0.36357
15,0.362603
