1879,180,2
1879,180,2
1879,180,2
1879,274,3
1879,379,4
1879,379,4
1879,379,4
1879,482,5
1879,482,5
1879,482,5
1879,603,6
1879,603,6
1879,603,6
1879,701,7
1879,701,7
1879,701,7
1879,807,8
1879,1009,10
1879,1009,10
1879,1009,10
1879,1177,12
1879,1177,12
1879,1177,12
1879,1271,13
1879,1271,13
1879,1271,13
1879,1371,14
1879,1371,14
1879,1371,14
1879,1473,15
1879,1553,16
1879,1553,16
1879,1553,16
1879,1653,17
1879,1653,17
1879,1653,17
1879,1765,18
1879,1765,18
1879,1765,18
1879,1857,19
1879,1857,19
1879,1857,19
1879,1947,20
1879,1947,20
1879,1947,20
1879,2047,21
1879,2047,21
1879,2047,21
1879,2147,22
1879,2147,22
1879,2147,22
1879,2259,23
1879,2259,23
1879,2259,23
1879,2347,24
1879,2347,24
1879,2347,24
1879,2635,27
1879,2635,27
1879,2635,27
1879,2737,28
1879,2737,28
1879,2737,28
1879,2849,29
1879,2849,29
1879,2849,29
1879,2927,30
1879,2927,30
1879,2927,30
1879,3075,32
1879,3075,32
1879,3075,32
1879,3177,33
1879,3177,33
1879,3177,33
1879,3289,34
1879,3289,34
1879,3289,34
1879,3389,35
1879,3389,35
1879,3389,35
1879,3489,36
1879,3579,37
1879,3579,37
1879,3579,37
1879,3647,38
1879,3647,38
1879,3647,38
1879,3737,39
1879,3737,39
1879,3737,39
1879,3813,40
1879,3813,40
1879,3813,40
1879,3925,41
1879,4401,47
1879,4401,47
1879,4401,47
1879,4513,48
1879,4513,48
1879,4513,48
1879,4713,50
1879,4713,50
1879,4713,50
1879,4801,51
1879,4801,51
1879,4801,51
1879,4889,52
1879,4889,52
1879,4889,52
1879,4991,53
1879,4991,53
1879,4991,53
1879,5091,54
1879,5091,54
1879,5091,54
1879,5171,55
1879,5273,56
1879,5273,56
1879,5273,56
1879,5465,58
1879,5465,58
1879,5465,58
1879,5553,59
1879,5553,59
1879,5553,59
1879,5653,60
1879,5743,61
1879,5743,61
1879,5743,61
1879,5833,62
1879,5833,62
1879,5833,62
1879,5935,63
1879,5935,63
1879,5935,63
1879,6137,65
1879,6137,65
1879,6137,65
1879,6249,66
1879,6249,66
1879,6249,66
1879,6339,67
1879,6339,67
1879,6339,67
1879,6625,70
1879,6797,72
1879,6797,72
1879,6797,72
1879,7123,76
1879,7123,76
1879,7123,76
1879,7235,77
1879,7235,77
1879,7235,77
1879,7347,78
1879,7347,78
1879,7347,78
1879,7447,79
1879,7447,79
1879,7447,79
1879,7615,81
1879,7615,81
1879,7615,81
1879,7805,83
1879,7805,83
1879,7805,83
1879,7893,84
1879,7893,84
1879,7893,84
1879,7993,85
1879,7993,85
1879,7993,85
1879,8085,86
1879,8085,86
1879,8085,86
1879,8197,87
1879,8197,87
1879,8197,87
1879,8299,88
1879,8299,88
1879,8299,88
1879,8411,89
1879,8411,89
1879,8411,89
1879,8643,92
1879,8735,93
1879,8735,93
1879,8735,93
1879,8827,94
1879,8827,94
1879,8909,95
1879,8909,95
1879,8909,95
1879,8999,96
1879,8999,96
1879,8999,96
1879,9101,97
1879,9101,97
1879,9101,97
1879,9193,98
1879,9193,98
1879,9193,98
1879,9439,101
1879,9439,101
1879,9439,101
1879,9539,102
1879,9609,103
1879,9609,103
1879,9609,103
1879,9687,104
1879,9687,104
1879,9687,104
1879,9779,105
1879,9779,105
1879,9779,105
1879,9873,106
1879,9873,106
1879,9873,106
1879,9951,107
1879,9951,107
1879,9951,107
1879,10039,108
1879,10039,108
1879,10039,108
1879,10307,111
1879,10307,111
1879,10307,111
1879,10507,113
1879,10507,113
1879,10507,113
1879,10597,114
1879,10597,114
1879,10597,114
1879,10855,117
1879,10855,117
1879,10855,117
1879,11025,119
1879,11025,119
1879,11025,119
1879,11115,120
1879,11115,120
1879,11115,120
1879,11279,122
1879,11279,122
1879,11279,122
1879,11391,123
1879,11391,123
1879,11391,123
1879,11467,124
1879,11467,124
1879,11467,124
1879,11555,125
1879,11555,125
1879,11555,125
1879,11645,126
1879,11645,126
1879,11645,126
1879,11837,128
1879,11837,128
1879,11837,128
1879,11939,129
1879,11939,129
1879,11939,129
1879,12121,131
1879,12121,131
1879,12121,131
1879,12215,132
1879,12215,132
1879,12215,132
1879,12375,134
1879,12375,134
1879,12375,134
1879,12563,136
1879,12563,136
1879,12563,136
1879,12663,137
1879,12663,137
1879,12663,137
1879,12763,138
1879,12763,138
1879,12763,138
1879,12863,139
1879,12863,139
1879,12863,139
1879,12965,140
1879,12965,140
1879,12965,140
1879,13065,141
1879,13065,141
1879,13065,141
