1879,1.21732
1878,1.21702
1877,1.21672
1876,1.21643
1875,1.21613
1874,1.21583
1873,1.22403
1872,1.22374
1871,1.22344
1870,1.22314
1869,1.22285
1868,1.22255
1867,1.22225
1866,1.22196
1865,1.22166
1864,1.22305
