1864,1.22305
1865,1.22166
1866,1.22196
1867,1.22225
1868,1.22255
1869,1.22285
1870,1.22314
1871,1.22344
1872,1.22374
1873,1.22403
1874,1.21583
1875,1.21613
1876,1.21643
1877,1.21672
1878,1.21702
1879,1.21732
