id,pos_x,pos_y,pos_z,activation_time,connection_interval,total_energy_consumption,lora_energy_consumption,ble_energy_consumption
32,34.9943,136.968,1,60.000000,600.000000,0.045000,0.000000,0.045000
31,35.000258,136.968301,1.000000,60.000000,600.000000,0.082903,0.037903,0.045000
30,34.997258,136.968301,1.000000,60.000000,600.000000,0.048000,0.000000,0.048000
29,34.992660,136.966875,1.000000,60.000000,600.000000,0.104661,0.056661,0.048000
28,34.998660,136.966875,1.000000,60.000000,600.000000,0.104691,0.053691,0.051000
27,34.995660,136.966875,1.000000,60.000000,600.000000,0.121406,0.073406,0.048000
26,34.990529,136.968657,1.000000,60.000000,600.000000,0.060000,0.000000,0.060000
25,34.990319,136.970236,1.000000,60.000000,600.000000,0.036000,0.000000,0.036000
24,34.996319,136.970236,1.000000,60.000000,600.000000,0.048000,0.000000,0.048000
23,34.993319,136.970236,1.000000,60.000000,600.000000,0.036000,0.000000,0.036000
22,34.989996,136.966654,1.000000,60.000000,600.000000,0.045000,0.000000,0.045000
21,34.995996,136.966654,1.000000,60.000000,600.000000,0.045000,0.000000,0.045000
20,34.992996,136.966654,1.000000,60.000000,600.000000,0.036000,0.000000,0.036000
19,34.988231,136.966164,1.000000,60.000000,600.000000,0.084917,0.033917,0.051000
18,34.994231,136.966164,1.000000,60.000000,600.000000,0.120917,0.033917,0.087000
17,34.991231,136.966164,1.000000,60.000000,600.000000,0.053173,0.011173,0.042000
16,34.988676,136.967828,1.000000,60.000000,600.000000,0.039000,0.000000,0.039000
5,34.994634,136.967603,1.000000,60.000000,600.000000,0.064993,0.028993,0.036000
4,35.000634,136.967603,1.000000,60.000000,600.000000,0.065083,0.020083,0.045000
3,34.997634,136.967603,1.000000,60.000000,600.000000,0.050173,0.011173,0.039000
2,34.991744,136.971769,1.000000,60.000000,600.000000,0.039000,0.000000,0.039000
0,34.994744,136.971769,1.000000,60.000000,600.000000,0.086143,0.014143,0.072000
1,34.997744,136.971769,1.000000,60.000000,600.000000,0.036000,0.000000,0.036000
6,34.994912,136.967521,1.000000,60.000000,600.000000,0.047143,0.014143,0.033000
7,34.997912,136.967521,1.000000,60.000000,600.000000,0.056023,0.026023,0.030000
8,34.991912,136.967521,1.000000,60.000000,600.000000,0.048000,0.000000,0.048000
9,34.994942,136.966953,1.000000,60.000000,600.000000,0.042000,0.000000,0.042000
10,34.994315,136.965640,1.000000,60.000000,600.000000,0.099808,0.099808,0.000000
11,34.993194,136.965682,1.000000,60.000000,600.000000,0.044173,0.011173,0.033000
12,34.996194,136.965682,1.000000,60.000000,600.000000,0.059083,0.020083,0.039000
13,34.990194,136.965682,1.000000,60.000000,600.000000,0.067993,0.028993,0.039000
14,34.991676,136.967828,1.000000,60.000000,600.000000,0.053143,0.014143,0.039000
15,34.994676,136.967828,1.000000,60.000000,600.000000,0.036000,0.000000,0.036000
