1879,1329,1
1879,1347,2
1879,1365,3
1879,1365,3
1879,1385,4
1879,8880,205
1879,12592,177
1879,12592,177
1879,12592,177
1879,13008,202
1879,13008,202
1879,13008,202
1879,13600,238
1879,13778,249
1879,17022,190
1879,17620,226
1879,17998,249
1879,26656,8
1879,28702,132
1879,28702,132
1879,28702,132
1879,30220,225
1879,30220,225
1879,30220,225
1879,30450,239
1879,30826,6
1879,30826,6
1879,30826,6
1879,30992,16
1879,30992,16
1879,30992,16
1879,33444,165
1879,34712,243
1879,44462,67
1879,47274,238
1879,47274,238
1879,47274,238
1879,47858,17
1879,48116,33
1879,48530,58
1879,48530,58
1879,48530,58
1879,49100,92
1879,53040,78
1879,53040,78
1879,53040,78
1879,54158,146
1879,54158,146
1879,54158,146
1879,55404,223
1879,58334,145
1879,58334,145
1879,58334,145
1879,59236,199
1879,60540,23
1879,60540,23
1879,60540,23
1879,63766,219
1879,63766,219
1879,63766,219
1879,65462,66
1879,74506,105
1879,74506,105
1879,74506,105
1879,77164,13
1879,77164,13
1879,77164,13
1879,77594,39
1879,77594,39
1879,77594,39
1879,80656,225
1879,82792,100
1879,86482,70
1879,86482,70
1879,86482,70
1879,86622,78
1879,87522,133
1879,87522,133
1879,87522,133
1879,87592,137
1879,87592,137
1879,87592,137
1879,88672,203
1879,88672,203
1879,88672,203
1879,94956,73
1879,95474,105
1879,98942,61
1879,98942,61
1879,100132,134
1879,100132,134
1879,101192,199
1879,101192,199
1879,101192,199
1879,102120,255
1879,102120,255
1879,102120,255
1879,104712,159
1879,107610,78
1879,107610,78
1879,107610,78
1879,114780,4
1879,114780,4
1879,114780,4
1879,116736,123
1879,118870,253
1879,121244,143
1879,122626,227
1879,123304,12
1879,125488,147
1879,125488,147
1879,125488,147
1879,131388,251
1879,131388,251
1879,131388,251
1879,131748,16
1879,132916,88
1879,132916,88
1879,132916,88
1879,134706,196
1879,134706,196
1879,134706,196
1879,136426,45
1879,137396,105
1879,140522,40
1879,140522,40
1879,140522,40
1878,1241,2
1878,1258,3
1878,1275,4
1878,1275,4
1878,1294,5
1878,2137,56
1878,13779,255
1878,17209,207
1878,19239,74
1878,19239,74
1878,19239,74
1878,19643,98
1878,19643,98
1878,19643,98
1878,23729,92
1878,24265,125
1878,24285,126
1878,27443,62
1878,27443,62
1878,27443,62
1878,31079,27
